Id,Age Category,2015,TotalRaces,Rank,LastRace
379,0.307692307692,0,0,0.049322770253,9
380,0.615384615385,1,2,0.460260669563,1
381,0.615384615385,0,0,0.680807564528,9
382,0.461538461538,0,0,0.0230002555584,9
383,0.307692307692,1,1,0.236519294659,1
386,0.461538461538,0,0,0.117812420138,9
387,0.461538461538,1,2,0.449867961496,1
388,0.384615384615,0,0,0.148479427549,9
389,0.230769230769,0,0,0.538717096857,9
391,0.307692307692,0,0,0.00562228469205,9
392,0.538461538462,0,0,0.476871965244,9
395,0.384615384615,0,1,0.367876309737,2
396,0.230769230769,0,0,0.561206235625,9
397,0.615384615385,0,2,0.265184427975,2
398,0.153846153846,0,0,0.0677229746997,9
400,0.307692307692,0,0,0.360592895477,9
401,0.615384615385,0,0,0.557372859698,9
402,0.538461538462,0,0,0.372859698441,9
404,0.307692307692,0,0,0.152568361871,9
405,0.615384615385,0,0,0.0863787375415,9
407,0.230769230769,0,0,0.356503961155,9
408,0.230769230769,0,1,0.623562484028,3
409,0.230769230769,0,0,0.00920010222336,9
411,0.461538461538,0,0,0.0038333759264,9
412,0.846153846154,1,4,0.729363659596,1
414,0.461538461538,0,0,0.657551750575,9
415,0.615384615385,0,0,0.364170713008,9
416,0.153846153846,0,0,0.498849987222,9
417,0.384615384615,0,0,0.258880654229,9
418,0.461538461538,0,0,0.708152312803,9
419,0.692307692308,1,7,0.387586250958,1
420,0.384615384615,0,0,0.557628418094,9
421,0.615384615385,1,4,0.0455405060056,1
422,0.307692307692,0,0,0.336570406338,9
424,0.230769230769,0,0,0.585739841554,9
425,0.538461538462,0,0,0.0723230258114,9
428,0.384615384615,0,2,0.564784053156,2
429,0.769230769231,0,0,0.152312803476,9
430,0.153846153846,0,0,0.623562484028,9
431,0.692307692308,0,0,0.100945566062,9
432,0.384615384615,0,0,0.560184002044,9
433,0.307692307692,0,0,0.486072067467,9
435,0.384615384615,0,0,0.719141323792,9
437,0.615384615385,0,0,0.625606951188,9
438,0.538461538462,0,1,0.576284180935,2
439,0.538461538462,0,0,0.354459493994,9
441,0.461538461538,0,0,0.425760286225,9
442,0.0769230769231,0,0,0.554306158957,9
444,0.307692307692,0,0,0.093023255814,9
445,0.461538461538,0,0,0.684129823665,9
446,0.384615384615,0,0,0.465882954255,9
447,0.307692307692,0,0,0.519550217225,9
448,0.307692307692,0,1,0.057500638896,2
450,0.230769230769,0,0,0.198824431383,9
451,0.615384615385,0,0,0.573217480194,9
452,0.538461538462,0,0,0.669051878354,9
453,0.384615384615,0,0,0.659596217736,9
454,0.153846153846,0,0,0.0897009966777,9
456,0.307692307692,0,0,0.114745719397,9
458,0.461538461538,0,0,0.625862509583,9
459,0.230769230769,0,0,0.0628673651929,9
460,0.384615384615,0,0,0.56299514439,9
462,0.461538461538,1,2,0.706278217906,1
463,0.384615384615,0,0,0.754919499106,9
464,0.461538461538,0,0,0.28699207769,9
466,0.307692307692,0,0,0.289547661641,9
467,0.538461538462,0,0,0.223102478916,9
468,0.615384615385,0,0,0.347559417327,9
469,0.769230769231,0,6,0.336898981417,2
471,0.615384615385,0,0,0.0516227958088,9
472,0.461538461538,0,0,0.211602351137,9
473,0.692307692308,1,1,0.611167901866,1
476,0.461538461538,0,1,0.600306670074,5
477,0.615384615385,0,0,0.205468949655,9
479,0.538461538462,1,5,0.346664962944,1
482,0.307692307692,1,3,0.518591873243,1
484,0.538461538462,0,0,0.105801175569,9
486,0.384615384615,0,0,0.522105801176,9
487,0.307692307692,0,0,0.543828264758,9
489,0.384615384615,0,1,0.478277536417,3
490,0.692307692308,0,3,0.408957321748,2
492,0.615384615385,0,0,0.283925376949,9
493,0.153846153846,1,1,0.106312292359,1
494,0.307692307692,0,1,0.292231024789,2
496,0.461538461538,0,0,0.606695629951,9
497,0.538461538462,1,4,0.478098645541,1
498,0.307692307692,0,0,0.462049578329,9
499,0.615384615385,0,1,0.179785330948,2
500,0.615384615385,0,0,0.156912854587,9
501,0.307692307692,1,1,0.468055200613,1
504,0.692307692308,0,5,0.47640344152,4
506,0.384615384615,0,0,0.381804242269,9
507,0.461538461538,0,0,0.431638129313,9
508,0.615384615385,0,0,0.185279836443,9
509,0.538461538462,0,0,0.20419115768,9
510,0.538461538462,0,0,0.35675951955,9
511,0.461538461538,0,0,0.715307947866,9
512,0.307692307692,0,0,0.104267825198,9
513,0.461538461538,0,0,0.769486327626,9
515,0.461538461538,0,0,0.763864042934,9
516,0.230769230769,0,0,0.658062867365,9
518,0.384615384615,0,0,0.428060311781,9
519,0.153846153846,0,0,0.46460516228,9
520,0.461538461538,0,0,0.621518016867,9
521,0.461538461538,0,1,0.178251980578,2
522,0.461538461538,0,0,0.365448504983,9
523,0.461538461538,0,1,0.0261947354971,5
524,0.461538461538,1,3,0.297853309481,1
525,0.538461538462,0,0,0.458216202402,9
526,0.384615384615,0,1,0.29325325837,6
527,0.615384615385,0,0,0.755430615896,9
529,0.461538461538,0,0,0.622284692052,9
530,0.230769230769,0,0,0.112190135446,9
531,0.384615384615,0,0,0.399437771531,9
532,0.615384615385,0,0,0.612829031434,9
534,0.384615384615,0,0,0.416560184002,9
536,0.461538461538,0,0,0.690007666752,9
537,0.615384615385,0,0,0.175313059034,9
538,0.538461538462,1,6,0.626373626374,1
540,0.461538461538,0,0,0.194224380271,9
541,0.461538461538,0,0,0.673651929466,9
542,0.692307692308,0,0,0.187324303603,9
543,0.461538461538,0,1,0.574623051367,5
544,0.461538461538,0,1,0.708535650396,2
546,0.538461538462,0,0,0.590851009456,9
548,0.692307692308,1,7,0.278941988244,1
549,0.230769230769,0,0,0.725274725275,9
550,0.461538461538,1,1,0.00715563506261,1
551,0.384615384615,0,0,0.354203935599,9
552,0.461538461538,0,0,0.249169435216,9
554,0.461538461538,0,0,0.597495527728,9
556,0.307692307692,0,0,0.535650396116,9
558,0.615384615385,0,0,0.438282647585,9
559,0.461538461538,1,4,0.375313059034,1
560,0.307692307692,0,0,0.591873243036,9
561,0.692307692308,1,1,0.606823409149,1
562,0.384615384615,1,1,0.0305392282136,1
563,0.307692307692,0,0,0.406848964988,9
564,0.230769230769,0,0,0.0222335803731,9
565,0.461538461538,0,0,0.75415282392,9
567,1.0,0,0,0.762330692563,9
568,0.461538461538,0,0,0.626629184769,9
569,0.461538461538,0,0,0.08228980322,9
570,0.769230769231,0,0,0.673396371071,9
571,0.384615384615,0,0,0.682852031689,9
572,0.692307692308,0,0,0.311270125224,9
573,0.538461538462,0,0,0.282903143368,9
574,0.461538461538,1,1,0.515589062101,1
576,0.307692307692,0,0,0.298747763864,9
578,0.615384615385,0,0,0.498338870432,9
579,0.384615384615,1,2,0.351989096175,1
580,0.692307692308,0,0,0.661640684896,9
582,0.153846153846,0,0,0.393048811653,9
585,0.384615384615,0,0,0.0255558395093,9
586,0.384615384615,0,0,0.43904932277,9
587,0.307692307692,0,0,0.771530794787,9
589,0.615384615385,0,1,0.247252747253,4
591,0.461538461538,0,0,0.633529261436,9
594,0.461538461538,1,2,0.129568106312,1
595,0.230769230769,0,0,0.666751852798,9
596,0.230769230769,0,0,0.0764119601329,9
597,0.307692307692,0,0,0.718119090212,9
600,0.461538461538,0,0,0.0122668029645,9
601,0.230769230769,0,1,0.24533605929,2
602,0.384615384615,0,0,0.63122923588,9
603,0.461538461538,0,2,0.0744526791038,2
604,0.384615384615,0,0,0.421671351904,9
606,0.538461538462,0,0,0.622540250447,9
607,0.230769230769,0,1,0.529005877843,2
608,0.461538461538,0,2,0.642644177528,2
609,0.538461538462,0,0,0.243291592129,9
610,0.153846153846,0,2,0.474742311952,2
611,0.461538461538,0,0,0.745208280092,9
613,0.461538461538,0,0,0.185024278048,9
614,0.538461538462,0,0,0.430104778942,9
615,0.461538461538,0,0,0.05468949655,9
616,0.384615384615,0,0,0.303092256581,9
617,0.384615384615,0,0,0.297469971889,9
618,0.307692307692,0,0,0.526961410682,9
620,0.615384615385,0,0,0.236135957066,9
621,0.0769230769231,0,0,0.278558650652,9
624,0.538461538462,0,3,0.600115001278,4
625,0.692307692308,0,0,0.212880143113,9
626,0.230769230769,0,0,0.506516739075,9
627,0.384615384615,1,2,0.552346877928,1
629,0.461538461538,0,1,0.595195502172,3
631,0.153846153846,0,0,0.60209557884,9
632,0.461538461538,0,0,0.262714030156,9
633,0.384615384615,0,0,0.171735241503,9
634,0.615384615385,0,1,0.0366726296959,6
635,0.692307692308,1,7,0.0448504983389,1
636,0.461538461538,0,0,0.601073345259,9
637,0.692307692308,0,0,0.43956043956,9
638,0.384615384615,1,1,0.577178635318,1
639,0.230769230769,0,0,0.701507794531,9
641,0.230769230769,0,0,0.432915921288,9
642,0.615384615385,0,0,0.476616406849,9
643,0.461538461538,0,0,0.473549706108,9
644,0.692307692308,0,1,0.442882698697,2
645,0.307692307692,0,0,0.571428571429,9
647,0.538461538462,0,0,0.627140301559,9
649,0.538461538462,0,0,0.281625351393,9
650,0.461538461538,0,0,0.477127523639,9
652,0.384615384615,0,1,0.252236135957,3
653,0.538461538462,1,2,0.138193202147,1
654,0.384615384615,0,0,0.529772553028,9
655,0.538461538462,0,0,0.472016355737,9
656,0.307692307692,0,0,0.362381804242,9
657,0.307692307692,1,1,0.00587784308715,1
658,0.384615384615,1,1,0.0981344237158,1
659,0.692307692308,0,1,0.781114234603,2
661,0.461538461538,1,2,0.159979555328,1
663,0.769230769231,0,3,0.255366726297,2
664,0.538461538462,1,2,0.578584206491,1
666,0.384615384615,0,1,0.441732685919,3
667,0.384615384615,0,0,0.0145668285203,9
669,0.384615384615,0,0,0.503961155124,9
670,0.461538461538,1,2,0.736008177869,1
671,0.615384615385,0,0,0.692052133913,9
672,0.615384615385,0,0,0.495783286481,9
674,0.384615384615,0,0,0.380782008689,9
676,0.615384615385,0,0,0.577561972911,9
677,0.230769230769,0,0,0.163301814465,9
678,0.230769230769,0,0,0.234091489905,9
680,0.307692307692,0,1,0.18591873243,2
681,0.384615384615,0,0,0.694607717864,9
684,0.230769230769,0,0,0.429849220547,9
685,0.230769230769,0,0,0.337337081523,9
688,0.153846153846,0,0,0.207513416816,9
690,0.230769230769,0,0,0.710452338359,9
692,0.538461538462,0,2,0.442627140302,2
693,0.307692307692,0,1,0.362637362637,2
696,0.461538461538,0,0,0.43853820598,9
697,0.230769230769,1,5,0.451358718801,1
699,0.384615384615,0,0,0.741630462561,9
700,0.769230769231,1,4,0.777459749553,1
702,0.307692307692,0,0,0.7135190391,9
703,0.307692307692,1,1,0.707002300026,1
704,0.615384615385,0,4,0.551699463327,2
706,0.538461538462,0,0,0.180935343726,9
707,0.692307692308,0,0,0.578584206491,9
708,0.846153846154,1,2,0.79078286055,1
710,0.0769230769231,0,0,0.638895987733,9
711,0.230769230769,0,0,0.64272936366,9
712,0.384615384615,0,0,0.385893176591,9
713,0.307692307692,0,0,0.0736008177869,9
715,0.538461538462,0,0,0.607206746742,9
716,0.461538461538,0,0,0.54791719908,9
717,0.615384615385,0,0,0.0158446204958,9
718,0.384615384615,0,0,0.449016100179,9
719,0.307692307692,0,0,0.320214669052,9
720,0.461538461538,0,1,0.746486072067,5
721,0.230769230769,1,1,0.0511116790187,1
722,0.538461538462,0,0,0.119090212113,9
723,0.384615384615,0,0,0.439304881165,9
724,0.461538461538,1,2,0.51980577562,1
725,0.384615384615,0,0,0.474060822898,9
726,0.384615384615,0,0,0.0999233324815,9
730,0.384615384615,0,0,0.433682596473,9
732,0.461538461538,0,0,0.254025044723,9
733,0.230769230769,0,0,0.188346537184,9
735,0.384615384615,0,0,0.315359059545,9
736,0.615384615385,0,0,0.403526705852,9
738,0.153846153846,0,0,0.262458471761,9
742,0.307692307692,0,0,0.734985944288,9
743,0.384615384615,0,0,0.0646562739586,9
744,0.538461538462,0,0,0.0416560184002,9
747,0.230769230769,0,0,0.35624840276,9
749,0.461538461538,1,1,0.539355992844,1
750,0.461538461538,0,0,0.311781242014,9
751,0.538461538462,0,0,0.180679785331,9
752,0.461538461538,1,1,0.0431893687708,1
753,0.692307692308,0,0,0.735752619474,9
754,0.307692307692,0,0,0.564272936366,9
755,0.230769230769,0,0,0.440327114746,9
756,0.538461538462,0,0,0.743163812931,9
757,0.384615384615,0,0,0.443649373882,9
758,0.153846153846,0,0,0.512905698952,9
759,0.538461538462,1,1,0.654101712241,1
760,0.384615384615,0,0,0.540761564017,9
761,0.384615384615,0,0,0.202146690519,9
763,0.307692307692,0,0,0.362892921032,9
764,0.384615384615,0,0,0.417326859187,9
766,0.307692307692,0,0,0.552006133401,9
768,0.230769230769,0,0,0.662151801687,9
769,0.538461538462,0,4,0.0641962688474,2
770,0.769230769231,1,1,0.0582673140813,1
771,0.461538461538,0,0,0.731152568362,9
772,0.384615384615,1,1,0.467927421416,1
773,0.307692307692,1,1,0.388193202147,1
774,0.538461538462,1,1,0.197929977,1
775,0.461538461538,0,0,0.513672374137,9
776,0.307692307692,0,1,0.338231535906,2
777,0.230769230769,0,0,0.56197291081,9
778,0.769230769231,0,0,0.518016866854,9
781,0.615384615385,0,0,0.0669562995144,9
784,0.692307692308,0,0,0.34168157424,9
786,0.538461538462,1,1,0.51456682852,1
787,0.384615384615,0,0,0.586506516739,9
789,1.0,0,4,0.550932788142,5
790,0.230769230769,0,0,0.467416304626,9
791,0.384615384615,0,0,0.570150779453,9
793,0.538461538462,0,0,0.631995911066,9
794,0.538461538462,0,0,0.093278814209,9
797,0.384615384615,1,2,0.43001959281,1
798,0.538461538462,0,0,0.431382570917,9
799,0.307692307692,0,0,0.463071811909,9
800,0.307692307692,0,0,0.54842831587,9
801,0.615384615385,0,0,0.545872731919,9
802,0.538461538462,0,0,0.30104778942,9
803,0.769230769231,0,0,0.744186046512,9
805,0.538461538462,1,2,0.583184257603,1
806,0.307692307692,0,0,0.405571173013,9
808,0.615384615385,0,2,0.7812420138,2
809,0.538461538462,0,0,0.235369281881,9
810,0.307692307692,0,0,0.463582928699,9
811,0.307692307692,0,0,0.0209557883976,9
812,0.230769230769,0,0,0.201124456938,9
813,0.461538461538,1,2,0.151972058949,1
814,0.461538461538,0,0,0.0692563250703,9
815,0.153846153846,0,0,0.774853053923,9
816,0.461538461538,0,0,0.236647073856,9
817,0.461538461538,0,0,0.57551750575,9
818,0.615384615385,0,0,0.16509072323,9
819,0.769230769231,1,4,0.619933554817,1
820,0.692307692308,1,3,0.41406848965,1
821,0.307692307692,0,0,0.00613340148224,9
822,0.538461538462,0,0,0.579606440072,9
823,0.538461538462,0,0,0.455916176846,9
824,0.384615384615,0,0,0.432149246103,9
827,0.538461538462,0,0,0.0204446716075,9
829,0.538461538462,0,0,0.0480449782775,9
830,0.307692307692,0,0,0.505494505495,9
831,0.307692307692,0,0,0.0102223358037,9
832,0.461538461538,0,0,0.405315614618,9
833,0.461538461538,1,2,0.089615810546,1
834,0.384615384615,0,1,0.809097878865,2
835,0.461538461538,0,0,0.462816253514,9
836,0.538461538462,0,0,0.662918476872,9
838,0.538461538462,0,0,0.122668029645,9
839,0.307692307692,0,0,0.120368004089,9
840,0.615384615385,0,0,0.394071045234,9
842,0.307692307692,0,0,0.0720674674163,9
843,0.461538461538,0,0,0.206491183235,9
844,0.538461538462,0,0,0.251725019167,9
846,0.461538461538,1,1,0.00664451827243,1
847,0.538461538462,1,2,0.38282647585,1
850,0.769230769231,0,5,0.722080245336,2
851,0.461538461538,0,0,0.310247891643,9
852,0.384615384615,0,0,0.348070534117,9
853,0.307692307692,0,0,0.0194224380271,9
854,0.384615384615,0,0,0.448249424994,9
855,0.384615384615,1,1,0.244952721697,1
856,0.461538461538,0,0,0.390493227703,9
857,0.230769230769,0,2,0.482494249936,2
858,0.692307692308,0,0,0.174801942244,9
860,0.538461538462,0,0,0.622795808842,9
861,0.692307692308,1,7,0.388672374137,1
862,0.615384615385,0,0,0.358292869921,9
864,0.384615384615,0,0,0.643496038845,9
865,0.615384615385,0,0,0.663685152057,9
866,0.384615384615,0,0,0.0797342192691,9
868,0.461538461538,0,0,0.694352159468,9
871,0.692307692308,0,0,0.470483005367,9
872,0.307692307692,0,0,0.484538717097,9
874,0.307692307692,0,1,0.777536417071,3
