Id,Sex,Age Category,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2014,2015,2016,Rank,Time,TotalRaces,LastRace
112,1,0.230769230769,0,0,0,0,0,0,0,0,0,0,0,1,1,0.473038589318,0.563040750281,2,1
113,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.336059289548,0.510864539991,1,1
114,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0807564528495,0.418301301103,1,1
115,0,0.692307692308,0,0,0,0,0,0,0,0,0,0,0,0,1,0.359315103501,0.520738392444,1,1
116,1,0.230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0.355992844365,0.519318406974,1,1
117,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0444671607462,0.39848755036,1,1
118,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.262969588551,0.484479228585,1,1
119,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0725785842065,0.415494353081,1,1
120,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.485305392282,0.563899346146,1,1
121,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.263480705341,0.484842480682,1,1
122,1,0.0769230769231,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4531050345,0.552770622812,1,1
123,0,0.538461538462,0,0,0,1,1,0,0,1,0,0,0,1,1,0.119345770509,0.44640380424,5,1
124,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.216969077434,0.469916121789,1,1
125,0,0.0769230769231,0,0,0,0,0,0,0,0,0,0,0,0,1,0.600051111679,0.614193250116,1,1
126,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.240224891388,0.475496994914,1,1
127,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.121901354459,0.438379235189,1,1
128,1,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.485049833887,0.563800277393,1,1
129,0,0.230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0.696907743419,0.677134931643,1,1
130,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.385382059801,0.529027144839,1,1
131,1,0.692307692308,0,0,0,0,0,0,0,0,0,0,0,0,1,0.742652696141,0.732580410805,1,1
132,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,1,1,0.554561717352,0.60261871739,2,1
133,0,0.692307692308,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5468949655,0.59679017238,2,1
134,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,1,1,0.21096345515,0.471104946833,2,1
135,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,1,1,0.340020444672,0.515041939106,2,1
136,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.398159979555,0.532494551219,1,1
137,1,0.384615384615,0,0,0,0,0,0,0,0,1,0,0,0,1,0.424610273447,0.524238821742,2,1
138,1,0.615384615385,0,0,0,0,0,0,0,0,0,0,1,1,1,0.391259902888,0.53893402021,3,1
139,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.153079478661,0.449607027277,1,1
140,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.210324559162,0.467901723796,1,1
141,1,0.307692307692,0,0,0,0,0,0,0,1,0,0,1,1,1,0.593023255814,0.636731391586,4,1
142,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0448504983389,0.40573608084,2,1
143,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.193457705086,0.463179446536,1,1
144,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,1,1,1,0.403441519721,0.537888294476,3,1
145,1,0.538461538462,0,0,0,0,0,0,0,1,1,1,0,0,1,0.534819831331,0.567498844198,4,1
146,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.604395604396,0.617132289809,1,1
147,0,0.153846153846,0,0,0,0,0,0,0,0,0,0,0,0,1,0.584717607973,0.605442176871,1,1
148,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0733452593918,0.415857605178,1,1
149,1,0.153846153846,0,0,0,0,0,0,0,0,0,0,0,0,1,0.600817786864,0.614259295951,1,1
150,1,0.230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0.750575006389,0.751865794862,1,1
151,0,0.615384615385,0,0,0,0,0,0,0,1,1,1,0,1,1,0.367544083823,0.517482332739,5,1
152,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.399948888321,0.533221055412,1,1
153,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.54893943266,0.588534442903,1,1
154,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,1,1,0.489266547406,0.57329436629,2,1
155,1,0.230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10989010989,0.43316161416,1,1
156,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.46511627907,0.556931510468,1,1
157,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.027344748275,0.384188626907,1,1
158,0,0.538461538462,0,0,0,0,0,0,0,1,1,0,1,0,1,0.420776897521,0.53799286705,4,1
159,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.545361615129,0.586982365762,1,1
160,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.260158446205,0.483257380622,1,1
161,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.615384615385,0.623968033815,1,1
162,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.147201635574,0.447460537613,1,1
163,0,0.769230769231,0,0,0,0,0,1,1,1,1,0,1,1,1,0.523164543098,0.582981875136,7,1
164,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.303603373371,0.498679083284,1,1
165,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,1,1,1,0.445779027174,0.551163507474,3,1
166,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.153590595451,0.449673073113,1,1
167,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.741374904166,0.731985998283,1,1
168,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,1,0,1,0.462944032711,0.557030579222,2,1
169,1,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,1,1,0.107845642729,0.435308103824,2,1
170,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,1,1,0.657168412982,0.696354269863,2,1
171,1,0.230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0.19064656274,0.462750148603,1,1
172,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.20674674163,0.467010105013,1,1
173,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0751341681574,0.4164520177,1,1
174,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.595706618962,0.611716531273,1,1
175,1,0.230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0.746997188858,0.743147744535,1,1
176,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0776897521084,0.41740968232,1,1
177,0,0.307692307692,0,0,0,0,0,0,1,1,0,1,1,0,1,0.0727319192435,0.418651344033,5,1
178,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,1,1,0.00779453105035,0.355722871673,2,1
179,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.241758241758,0.476157453273,1,1
180,1,0.461538461538,0,0,0,0,0,0,0,0,0,1,1,1,1,0.814209046767,0.758387821148,4,1
181,0,0.692307692308,0,0,0,0,0,0,0,0,0,0,0,0,1,0.188090978789,0.462188758999,1,1
182,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.272169690774,0.488408955815,1,1
183,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.227702530028,0.472987253154,1,1
184,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.583439815998,0.604880787266,1,1
185,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.516227958088,0.574664817383,1,1
186,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.721185790953,0.702595601347,1,1
187,1,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.487349859443,0.564526781586,1,1
188,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.491949910555,0.566012812892,1,1
189,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.370048556095,0.524965325936,1,1
190,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.148734985944,0.447658675121,1,1
191,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.146179401993,0.447361468859,1,1
192,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.39739330437,0.532230367875,1,1
193,0,0.461538461538,0,0,1,0,0,0,0,0,0,0,0,0,1,0.119090212113,0.445941483389,2,1
194,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.157679529773,0.450828875239,1,1
195,0,0.769230769231,0,0,0,0,0,0,0,0,0,0,1,1,1,0.635318170202,0.637111155142,3,1
196,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,1,1,1,0.380100519635,0.531558901878,3,1
197,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.642218246869,0.638002773925,1,1
198,0,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,1,1,0.30833120368,0.505069017898,2,1
199,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.415026833631,0.538735882703,1,1
200,1,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.714285714286,0.693976619774,1,1
201,1,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.344237158191,0.513770556766,1,1
202,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0861231791464,0.429529093191,2,1
203,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.197546639407,0.464401294498,1,1
204,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.271658573984,0.488243841226,1,1
205,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,1,1,1,0.333248147202,0.511811196971,3,1
206,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.118579095323,0.43679413513,1,1
207,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.656018400204,0.6453338617,1,1
208,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0728341426016,0.415494353081,1,1
209,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.131357015078,0.441450366554,1,1
210,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.161512905699,0.452149791956,1,1
211,0,0.846153846154,0,0,0,0,0,0,0,0,0,0,0,0,1,0.69946332737,0.679611650485,1,1
212,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0100945566062,0.360395614557,2,1
213,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.704318936877,0.685027409022,1,1
214,1,0.769230769231,0,0,0,1,0,0,0,0,0,1,1,1,1,0.328188090979,0.517046430223,5,1
215,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.252747252747,0.480087180503,1,1
216,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0902121134679,0.423617990886,1,1
217,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.383082034245,0.528696915659,1,1
218,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.131101456683,0.441384320719,1,1
219,0,0.230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0.42397137746,0.54240142659,1,1
220,0,0.230769230769,0,0,0,0,0,0,0,0,0,0,0,0,1,0.467927421416,0.557558945908,1,1
221,1,0.769230769231,0,0,0,0,0,0,1,0,0,0,0,0,1,0.7395859954,0.82613433723,2,1
222,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0258113979044,0.382900733109,1,1
223,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.159468438538,0.451357241926,1,1
224,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0306670074112,0.388316491645,1,1
225,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.225146946077,0.472524932303,1,1
226,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,1,1,0.10362892921,0.433343240209,2,1
227,1,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.53335037056,0.580774057196,1,1
228,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.285714285714,0.4924377518,1,1
229,1,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.388193202147,0.529984809458,1,1
230,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.393559928444,0.531569909517,1,1
231,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.00741119345771,0.356251238359,1,1
232,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.347814975722,0.515355656826,1,1
233,0,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0132890365449,0.364308830328,1,1
234,0,0.384615384615,0,0,0,0,1,0,0,0,0,0,0,0,1,0.10835675952,0.444471963543,2,1
235,0,0.153846153846,0,0,0,0,0,0,0,0,0,0,0,0,1,0.497316636852,0.568390462981,1,1
236,1,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.62969588551,0.630902846576,1,1
237,0,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.201380015334,0.4653259362,1,1
238,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.483260925121,0.562941681527,1,1
239,0,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.135445949399,0.4435638333,1,1
240,1,0.153846153846,0,0,0,0,0,0,0,0,0,0,0,0,1,0.111423460261,0.433524866257,1,1
241,1,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.248147201636,0.47856812628,1,1
242,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0370559672885,0.393203883495,1,1
243,1,0.307692307692,0,0,0,0,0,0,0,0,0,0,0,0,1,0.623818042423,0.628360081897,1,1
244,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.264247380526,0.484974572353,1,1
245,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.392793253258,0.531404794928,1,1
246,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.210069000767,0.467835677961,1,1
247,1,0.615384615385,0,0,0,0,0,0,0,0,0,0,0,0,1,0.703552261692,0.683937652731,1,1
248,0,0.461538461538,0,0,0,1,0,0,1,1,1,0,0,0,1,0.0208535650396,0.368344230896,5,1
249,0,0.384615384615,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0812675696397,0.418433392775,1,1
250,1,0.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,0.720163557373,0.701208638795,1,1
251,1,0.538461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0.442116023511,0.548972987253,1,1
